# Summary of experimental CRISPR data annotated with enhancer-gene predictions. Each row represents an element-gene pair tested in a CRISPR experiment. 
#
# Column descriptions:
#
# chrPerturbationTarget, startPerturbationTarget, endPerturbationTarget: hg19 coordinates of the tested element
# chrTSS, starts, endTSS: hg19 coordinates of the tested gene
# GeneSymbol: Tested gene symbol
# CellType: Cell type in which the CRISPR experiment was performed
# IncludeInModel: Boolean indicating whether to include this element-gene pair in evaluation of predictors
# Reason: Reason the element-gene pair is not included in evaluation of predictors
# Reference: Study in which the CRISPR experiment was conducted
# RNAReadoutMethod, PerturbMethod: Experimental methods used to perturb enhancer and read out effects on RNA
# EffectSize: Fraction change in gene expression upon CRISPR perturbation
# Padj: pvalue for non-zero effect size adjusted for multiple hypothesis test correction
# Significant: Boolean indicating if padj is statistically significant
# Regulated: Boolean indicating if the element-gene pair is significant and the effect size is negative (ie gene expression decreases upon perturbation of the enhancer)
# PowerAtEffectSize.0.25: Power to detect 25% changes in gene expression
# Distance: genomic distance between the element-gene pair
# Remaining Columns represent the quantitative score of each of the predictors. See methods for details
#
chrPerturbationTarget	startPerturbationTarget	endPerturbationTarget	chrTSS	startTSS	endTSS	GeneSymbol	CellType	IncludeInModel	Reason	Reference	RNAReadoutMethod	PerturbMethod	EffectSize	padj	Significant	Regulated	PowerAtEffectSize.0.25	distance	closestGene.EachGeneIsRegulatedByClosestEnhancer	closestEnhancer.EachEnhRegulatesClosestGene	ABC.ABC.Score	Granja2019.CorrelationCancer	Granja2019.CorrelationHealthy	Granja2019.PvalCancer	Granja2019.PvalHealthy	Sheffield2013.cor	Sheffield2013.pval	Fishilevich2017.GeneHancer.value	ENCODE2012.ENCODE2012.score	Andersson2014.Andersson2014.score	JEME.jeme_score	TargetFinder.TargetFinder_prediction	EnhancerAtlas2.EAGLE_score	Rao2014Loop.Rao2014.Loop	Rao2014TAD.Rao2014.TAD	Roadmap.ConfidenceScore	PCHiC.Javierre.score
chr21	34776289	34777452	chr21	34775201	34775201	IFNGR2	GM12878	FALSE	Enhancer overlaps bounds of gene (i.e., is promoter or intronic enhancer)	ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.527571	0	TRUE	TRUE	1	1669.5	0	0	0.195845	-1	-1	1	1	-1	1	1726.21	-1	-1	NA	NA	NA	NA	NA	0	NA
chr21	34776318	34776818	chr21	34775201	34775201	IFNGR2	THP1	FALSE	Enhancer overlaps bounds of gene (i.e., is promoter or intronic enhancer)	ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.300248	6.9781666550386e-135	TRUE	TRUE	1	1367	0	0	0.090929	-1	-1	1	1	-1	1	1726.21	-1	-1	NA	NA	NA	NA	NA	0	0
chr21	45616066	45616566	chr21	45660887	45660887	ICOSLG	THP1	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.63449	3.19992740206983e-10	TRUE	TRUE	0.771338245742341	44571	0	0	0.034975	0.268523021429371	0.560544009821781	0.0095194890449649	9.41159774363554e-06	0.6228808	1	26.45	0.701901	0.553	NA	NA	NA	NA	NA	0	0
chr21	45616067	45616567	chr21	45660887	45660887	ICOSLG	BJAB_anti-IgM_anti-CD40_4hr	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.26831	1.37718238035147e-27	TRUE	TRUE	1	44570	0	0	0.007969	0.268523021429371	0.560544009821781	0.0095194890449649	9.41159774363554e-06	0.6228808	1	26.45	0.701901	0.553	NA	NA	NA	NA	NA	NA	NA
chr21	45616069	45616569	chr21	45660887	45660887	ICOSLG	GM12878	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.20509	3.1007866068838e-41	TRUE	TRUE	1	44568	0	0	0.01469	0.268523021429371	0.560544009821781	0.0095194890449649	9.41159774363554e-06	0.6228808	1	26.45	0.701901	0.553	NA	NA	NA	NA	NA	0	NA
chr21	45626561	45627626	chr21	45660887	45660887	ICOSLG	GM12878	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.2144	3.30004010524933e-45	TRUE	TRUE	1	33793.5	0	0	0.040986	0.224913146633542	0.704301002662958	0.0301036586465844	3.55079521088312e-08	0.6711752	1	13.17	0.702461	-1	NA	NA	NA	NA	NA	0	NA
chr21	45626602	45627102	chr21	45660887	45660887	ICOSLG	THP1	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.31058	0.01078109778234	TRUE	TRUE	0.618579715629744	34035	0	0	0.015826	0.224913146633542	0.704301002662958	0.0301036586465844	3.55079521088312e-08	0.6711752	1	13.17	-1	-1	NA	NA	NA	NA	NA	0	0
chr21	45626711	45627760	chr21	45660887	45660887	ICOSLG	BJAB_anti-IgM_anti-CD40_4hr	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.17506	2.84297408058834e-20	TRUE	TRUE	1	33651.5	0	0	0.039266	0.224913146633542	0.704301002662958	0.0301036586465844	3.55079521088312e-08	0.6711752	1	13.17	0.702461	-1	NA	NA	NA	NA	NA	NA	NA
chr21	45627759	45628259	chr21	45660887	45660887	ICOSLG	GM12878	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.27979	4.88285241783698e-19	TRUE	TRUE	0.999999999985167	32878	0	0	0.012673	0.402475901801214	0.35348817911113	9.80175882925032e-05	0.00536226262970098	-1	1	13.17	-1	-1	NA	NA	NA	NA	NA	0	NA
chr21	45627787	45628287	chr21	45660887	45660887	ICOSLG	BJAB_anti-IgM_anti-CD40_4hr	TRUE		ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.22027	0.000170722126629573	TRUE	TRUE	0.999993257373125	32850	0	0	0.013213	0.402475901801214	0.35348817911113	9.80175882925032e-05	0.00536226262970098	0.4505444	0.99	13.17	-1	-1	NA	NA	NA	NA	NA	NA	NA
chr21	45627807	45628307	chr21	45660887	45660887	ICOSLG	THP1	FALSE	;Not Significant and Insufficient Power	ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.20991	0.720536805414411	FALSE	FALSE	0.0802612335054666	32830	0	0	0.025734	0.402475901801214	0.35348817911113	9.80175882925032e-05	0.00536226262970098	0.4505444	0.99	13.17	-1	-1	NA	NA	NA	NA	NA	0	0
chr21	45660637	45661552	chr21	45660887	45660887	ICOSLG	BJAB_anti-IgM_anti-CD40_4hr	FALSE	Enhancer overlaps bounds of gene (i.e., is promoter or intronic enhancer)	ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.74212	4.94277515964574e-83	TRUE	TRUE	0.999998436084507	207.5	0	0	0.097496	-1	-1	1	1	0.6832768	1	1777.15	0.759785	-1	NA	NA	NA	NA	NA	NA	NA
chr21	45660637	45661561	chr21	45660887	45660887	ICOSLG	THP1	FALSE	Enhancer overlaps bounds of gene (i.e., is promoter or intronic enhancer)	ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.48669	3.7489720065881e-06	TRUE	TRUE	0.709431690066258	212	0	0	0.123344	-1	-1	1	1	0.6832768	1	1777.15	0.759785	-1	NA	NA	NA	NA	NA	0	0
chr21	45660637	45661636	chr21	34775201	34775201	IFNGR2	GM12878	FALSE	;Not cis pair	ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.387288	6.01751874295703e-10	TRUE	TRUE	1	10885935.5	0	0	0	-1	-1	1	1	-1	1	0	-1	-1	NA	NA	NA	NA	NA	0	NA
chr21	45660637	45661636	chr21	45660887	45660887	ICOSLG	GM12878	FALSE	Enhancer overlaps bounds of gene (i.e., is promoter or intronic enhancer)	ThisStudy	FlowFISH Screen	KRAB-dCas9	-0.5899	6.00926680153434e-77	TRUE	TRUE	0.999991861035713	249.5	0	0	0.095967	-1	-1	1	1	0.6832768	1	1777.15	0.759785	-1	NA	NA	NA	NA	NA	0	NA
chr21	45702743	45703451	chr21	45660887	45660887	ICOSLG	NCCIT	TRUE	NA	Fuentes2018	RNASeq	KRAB-dCas9	-0.40266	9.03348480958e-05	TRUE	TRUE	0.07	42210	0	0	0.032327	-1	-1	1	1	-1	1	0	-1	-1	NA	NA	NA	NA	NA	NA	NA
chr21	45702743	45703451	chr21	45682099	45682099	DNMT3L	NCCIT	TRUE	NA	Fuentes2018	RNASeq	KRAB-dCas9	-0.4567	0.0029065024450100002	TRUE	TRUE	0.01	20998	0	0	0.047875	-1	-1	1	1	0.2349703	0.984	0	-1	-1	NA	NA	NA	NA	NA	NA	NA
chr3	50557260	50558322	chr3	50541028	50541028	CACNA2D2	NCCIT	TRUE	NA	Fuentes2018	qPCR	KRAB-dCas9	-0.615384615	0.0001	TRUE	TRUE	NA	16763	0	0	0.050743	-1	-1	1	1	-1	1	0	-1	-1	NA	NA	NA	NA	NA	NA	NA
chr3	127292685	127293205	chr3	127771211	127771211	SEC61A1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.01618765	0.911219523997	FALSE	FALSE	0.999999999431	478266	0	0	0.001388	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr3	127292685	127293205	chr3	128369719	128369719	RPN1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.02103794	0.946246070925	FALSE	FALSE	1	1076774	0	0	0.000661	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr3	127292685	127293205	chr3	128444978	128444978	RAB7A	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.00085287	0.993125596435	FALSE	FALSE	0.999989778511	1152033	0	0	0.000574	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr3	127292685	127293205	chr3	128902810	128902810	CNBP	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.0017858	0.999866357175	FALSE	FALSE	0.999999999995	1609865	0	0	0.000332	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr3	127292685	127293205	chr3	129035120	129035120	H1FX	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.005008052	0.973977597806	FALSE	FALSE	1	1742175	0	0	0.000434	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr3	127293725	127294245	chr3	127771211	127771211	SEC61A1	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.00821661	0.966872047491	FALSE	FALSE	0.999999999997	477226	0	0	0.002175	-1	-1	1	1	-1	1	0	0.901472	-1	0	0	0	0	0	0	0
chr3	127293725	127294245	chr3	128369719	128369719	RPN1	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.00354283	0.9759907545569999	FALSE	FALSE	1	1075734	0	0	0.001036	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr3	127293725	127294245	chr3	128444978	128444978	RAB7A	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.01262989	0.924538724495	FALSE	FALSE	0.994115725777	1150993	0	0	9e-04	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr3	127293725	127294245	chr3	128902810	128902810	CNBP	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.00815826	0.999866357175	FALSE	FALSE	0.999999999465	1608825	0	0	0.000521	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr3	127293725	127294245	chr3	129035120	129035120	H1FX	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.029650966	0.810288669462	FALSE	FALSE	1	1741135	0	0	0.00068	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr3	127303265	127303845	chr3	127771211	127771211	SEC61A1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.00073661	0.966872047491	FALSE	FALSE	0.999999922613	467656	0	0	0.001566	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	1	0	0
chr3	127303265	127303845	chr3	128369719	128369719	RPN1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.04866071	0.8731754723440001	FALSE	FALSE	1	1066164	0	0	0.000766	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr3	127303265	127303845	chr3	128444978	128444978	RAB7A	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.03400343	0.897818742807	FALSE	FALSE	0.990740761367	1141423	0	0	0.000597	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr3	127303265	127303845	chr3	128902810	128902810	CNBP	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.0238518	0.999866357175	FALSE	FALSE	0.999999806216	1599255	0	0	0.000351	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr3	127303265	127303845	chr3	129035120	129035120	H1FX	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.03012929	0.840075530853	FALSE	FALSE	1	1731565	0	0	0.000421	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr3	127309352	127309925	chr3	127771211	127771211	SEC61A1	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.01689287	0.926544465449	FALSE	FALSE	1	461572.5	0	0	0.015245	-1	-1	1	1	-1	1	0	0.732452	-1	0	0	0	0	1	0	0
chr3	127309352	127309925	chr3	128369719	128369719	RPN1	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.01089462	0.946246070925	FALSE	FALSE	1	1060080.5	0	0	0.006414	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr3	127309352	127309925	chr3	128444978	128444978	RAB7A	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.03361724	0.8918941452079999	FALSE	FALSE	0.995104190361	1135339.5	0	0	0.004812	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr3	127309352	127309925	chr3	128902810	128902810	CNBP	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.02584725	0.987061900069	FALSE	FALSE	1	1593171.5	0	0	0.003218	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr3	127309352	127309925	chr3	129035120	129035120	H1FX	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.061938374	0.254984890289	FALSE	FALSE	0.999954988451	1725481.5	0	0	0.003346	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr3	127314125	127314645	chr3	127771211	127771211	SEC61A1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.02985505	0.911219523997	FALSE	FALSE	0.999999386039	456826	0	0	0.00293	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	1	0	9.3128871860326
chr3	127314125	127314645	chr3	128369719	128369719	RPN1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.00893726	0.9759907545569999	FALSE	FALSE	0.999999999999	1055334	0	0	0.001235	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr3	127314125	127314645	chr3	128444978	128444978	RAB7A	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.01365679	0.924538724495	FALSE	FALSE	0.985684472746	1130593	0	0	0.001191	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr3	127314125	127314645	chr3	128902810	128902810	CNBP	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.02789005	0.999866357175	FALSE	FALSE	0.999999324291	1588425	0	0	0.000647	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr3	127314125	127314645	chr3	129035120	129035120	H1FX	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.012871218	0.922858087588	FALSE	FALSE	1	1720735	0	0	0.000748	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr3	127316945	127317449	chr3	127771211	127771211	SEC61A1	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.00071297	0.966872047491	FALSE	FALSE	0.999999999993	454014	0	0	0.01775	-1	-1	1	1	-1	1	0	0.841932	-1	0	0	0	0	1	0	0
chr3	127316945	127317449	chr3	128369719	128369719	RPN1	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.06279291	0.24474978911800002	FALSE	FALSE	1	1052522	0	0	0.005883	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr3	127316945	127317449	chr3	128444978	128444978	RAB7A	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.03319531	0.893428736285	FALSE	FALSE	0.94762757281	1127781	0	0	0.00503	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr3	127316945	127317449	chr3	128902810	128902810	CNBP	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.03034774	0.987061900069	FALSE	FALSE	0.999999999998	1585613	0	0	0.003001	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr3	127316945	127317449	chr3	129035120	129035120	H1FX	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.023668692	0.8567872203910001	FALSE	FALSE	1	1717923	0	0	0.003486	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr3	127347585	127348251	chr3	127771211	127771211	SEC61A1	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.00686216	0.926544465449	FALSE	FALSE	1	423293	0	0	0.001961	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	1	0	0
chr3	127347585	127348251	chr3	128369719	128369719	RPN1	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.01438289	0.946246070925	FALSE	FALSE	1	1021801	0	0	0.000818	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr3	127347585	127348251	chr3	128444978	128444978	RAB7A	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.04145269	0.880578863626	FALSE	FALSE	0.999145586564	1097060	0	0	0.000807	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr3	127347585	127348251	chr3	128902810	128902810	CNBP	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.01567201	0.999866357175	FALSE	FALSE	1	1554892	0	0	0.000441	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr3	127347585	127348251	chr3	129035120	129035120	H1FX	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.006373943	0.960432259451	FALSE	FALSE	1	1687202	0	0	0.000532	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr3	127348905	127349405	chr3	127771211	127771211	SEC61A1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.00543645	0.984191627496	FALSE	FALSE	0.999997769657	422056	0	0	0.001769	-1	-1	1	1	-1	1	0	0.716525	-1	0	0	0	0	1	0	0
chr3	127348905	127349405	chr3	128369719	128369719	RPN1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.01247051	0.946246070925	FALSE	FALSE	0.999999998265	1020564	0	0	0.000739	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr3	127348905	127349405	chr3	128444978	128444978	RAB7A	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.01712036	0.924538724495	FALSE	FALSE	0.982483027671	1095823	0	0	0.000729	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr3	127348905	127349405	chr3	128902810	128902810	CNBP	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.07186341	0.987061900069	FALSE	FALSE	0.999981336644	1553655	0	0	0.000399	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr3	127348905	127349405	chr3	129035120	129035120	H1FX	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.016091847	0.922858087588	FALSE	FALSE	0.999999119267	1685965	0	0	0.00048	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr3	127353445	127353945	chr3	127771211	127771211	SEC61A1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.0176351	0.9555796979200001	FALSE	FALSE	0.997975934434	417516	0	0	0	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	1	0	9.49198360901525
chr3	127353445	127353945	chr3	128369719	128369719	RPN1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.01832304	0.946246070925	FALSE	FALSE	0.999999975886	1016024	0	0	0	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr3	127353445	127353945	chr3	128444978	128444978	RAB7A	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.06613906	0.885983676215	FALSE	FALSE	0.915349767204	1091283	0	0	0	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr3	127353445	127353945	chr3	128902810	128902810	CNBP	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.0373678	0.987061900069	FALSE	FALSE	0.999998742561	1549115	0	0	0	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr3	127353445	127353945	chr3	129035120	129035120	H1FX	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.042110348	0.810288669462	FALSE	FALSE	0.99999999691	1681425	0	0	0	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr3	127391465	127392045	chr3	127771211	127771211	SEC61A1	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.02772522	0.911219523997	FALSE	FALSE	1	379456	0	0	0.004734	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	1	0	0
chr3	127391465	127392045	chr3	128369719	128369719	RPN1	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.0095001	0.946246070925	FALSE	FALSE	1	977964	0	0	0.001517	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr3	127391465	127392045	chr3	128444978	128444978	RAB7A	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.05467721	0.819906152325	FALSE	FALSE	0.999971417446	1053223	0	0	0.001367	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr3	127391465	127392045	chr3	128902810	128902810	CNBP	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.01952851	0.999866357175	FALSE	FALSE	1	1511055	0	0	0.000821	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr3	127391465	127392045	chr3	129035120	129035120	H1FX	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.063537653	0.07790697785919999	FALSE	FALSE	1	1643365	0	0	0.001003	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr3	127402465	127403005	chr3	127771211	127771211	SEC61A1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.0126239	0.926544465449	FALSE	FALSE	0.999975868187	368476	0	0	0.000504	-1	-1	1	1	-1	1	0	0.726839	-1	0	0	0	0	1	0	7.46459959562704
chr3	127402465	127403005	chr3	128369719	128369719	RPN1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.01203724	0.9759907545569999	FALSE	FALSE	0.999999997861	966984	0	0	0.000219	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr3	127402465	127403005	chr3	128444978	128444978	RAB7A	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.10613716	0.7128214604530001	FALSE	FALSE	0.964261079484	1042243	0	0	0.000204	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr3	127402465	127403005	chr3	128902810	128902810	CNBP	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.03974421	0.987061900069	FALSE	FALSE	0.999988171755	1500075	0	0	0.000105	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr3	127402465	127403005	chr3	129035120	129035120	H1FX	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.027744001	0.8567872203910001	FALSE	FALSE	0.999999924561	1632385	0	0	0.000119	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr3	127414885	127415485	chr3	127771211	127771211	SEC61A1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.05006735	0.911219523997	FALSE	FALSE	0.999999917148	356026	0	0	0.000866	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	1	0	5.27484417023666
chr3	127414885	127415485	chr3	128369719	128369719	RPN1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.01986136	0.946246070925	FALSE	FALSE	1	954534	0	0	0.000334	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr3	127414885	127415485	chr3	128444978	128444978	RAB7A	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.00791623	0.9316193176340001	FALSE	FALSE	0.994129512476	1029793	0	0	0.000286	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr3	127414885	127415485	chr3	128902810	128902810	CNBP	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.02398791	0.987061900069	FALSE	FALSE	0.999999993844	1487625	0	0	0.000181	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr3	127414885	127415485	chr3	129035120	129035120	H1FX	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.021039449	0.8567872203910001	FALSE	FALSE	1	1619935	0	0	0.000207	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr3	127416205	127416705	chr3	127771211	127771211	SEC61A1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.01964615	0.911219523997	FALSE	FALSE	0.999966974046	354756	0	0	0.003281	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	1	0	5.27484417023666
chr3	127416205	127416705	chr3	128369719	128369719	RPN1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.00702375	0.9759907545569999	FALSE	FALSE	0.999999999783	953264	0	0	0.001267	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr3	127416205	127416705	chr3	128444978	128444978	RAB7A	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.01133315	0.924538724495	FALSE	FALSE	0.968281698994	1028523	0	0	0.001086	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chr3	127416205	127416705	chr3	128902810	128902810	CNBP	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.01248101	0.999866357175	FALSE	FALSE	0.999999977835	1486355	0	0	0.000686	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
